İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Yapı Tipi,Takas,Yapı Durumu,Site İçerisinde,Banyo Sayısı,Balkon Sayısı,İpotek Durumu,Kira Getirisi,Fiyat Durumu, İlan Oluşturma Tarihi,Türü,Tipi,WC Metrekare,Aidat,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Balkon Metrekare,Banyo Metrekare,Yatırıma Uygunluk,Tapu Durumu,Eşya Durumu,Balkon Durumu,Balkon Tipi,Görüntülü Gezilebilir Mi?,WC Sayısı,Konum,Fiyat
14250542,14 Kasım 2023,Satılık,200 M2,5+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,Sıfır,Hayır,3,4 +,Yok,25000 TL,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,250 TL,220 M2,0 (Yeni),5,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,"Açık Balkon, Açık Teras",Hayır ,4, Mudanya,5650000
14250533,13 Kasım 2023,Satılık,135 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,1 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,142 M2,16-20,4,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Karacabey,1770000
14250530,14 Kasım 2023,Satılık,135 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,145 M2,4,3,Mülk Sahibi Oturuyor,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Karacabey,2250000
14250529,13 Kasım 2023,Satılık,129 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,1 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,130 M2,0 (Yeni),4,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Karacabey,1780000
14250418,13 Kasım 2023,Satılık,90 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,,Sıfır,Hayır,2,1,Yok,14000 TL,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,150 TL,100 M2,0 (Yeni),3,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,,,2 , Mudanya,2900000
14250409,13 Kasım 2023,Satılık,220 M2,5+1,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,Betonarme,Var,İkinci El,Hayır,2,2,Yok,,Birim Fiyat ,13 Kasım 2023,Konut,Daire,,,280 M2,5-10,4,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,,Var,Kapalı Balkon,,2 , Nilüfer,6000000
14250362,13 Kasım 2023,Satılık,170 M2,4+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,,İkinci El,Hayır,1,2,,20000 TL,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,200 TL,190 M2,4,4,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,,,1 , Mudanya,4500000
14250267,13 Kasım 2023,Satılık,65 M2,2+0,Bahçe Katı,Isıtma Yok,Bilinmiyor,,,,Hayır,1 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,584 M2,0 (Yeni),1,Boş,,,,,,,,,, Mustafakemalpaşa,1700000
14250243,13 Kasım 2023,Satılık,60 M2,2+1,Düz Giriş (Zemin),Doğalgaz Sobalı,Krediye Uygun Değil,,Var,,Evet,1,,,4000 TL,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,10 TL,75 M2,21 Ve Üzeri,3,Kiracı Oturuyor,,,,Hisseli Tapu,,Var,,,1 , Osmangazi,750000
14250200,13 Kasım 2023,Satılık,180 M2,5+1,4.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Var,,Hayır,2 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,210 M2,1,4,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Osmangazi,2975000
14250197,13 Kasım 2023,Satılık,205 M2,5+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,2 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,230 M2,5-10,3,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Osmangazi,3120000
14250162,13 Kasım 2023,Satılık,97 M2,2+1,,Sobalı,Krediye Uygun Değil,,Yok,,Hayır,1 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Müstakil Ev,,,105 M2,21 Ve Üzeri,1,Mülk Sahibi Oturuyor,,,Bilinmiyor,Arsa Tapulu,Boş,,,,, Yıldırım,1550000
14184050,06 Kasım 2023,Satılık,95 M2,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,105 M2,11-15,3,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Yıldırım,975000
14250159,13 Kasım 2023,Satılık,116 M2,3+1,1.Kat,Yerden Isıtma,Krediye Uygun,,Var,,Hayır,2 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,165 M2,0 (Yeni),2,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Osmangazi,2570000
14250100,13 Kasım 2023,Satılık,100 M2,3+1,1.Kat,Güneş Enerjisi,Krediye Uygun,,Yok,İkinci El,Hayır,1,1 ,Yok,20000 TL,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,50 TL,170 M2,11-15,1,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Eşyalı,Var,,,, Mudanya,5150000
14250049,13 Kasım 2023,Satılık,110 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,120 M2,5-10,5,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Nilüfer,2750000
14250047,25 Kasım 2023,Satılık,86 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,1,Yok,12000 TL,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,96 M2,21 Ve Üzeri,6,Boş,,,Yatırıma Uygun,Kat İrtifakı,Eşyalı,Var,,Hayır ,1, Gemlik,1750000
14250023,13 Kasım 2023,Satılık,170 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,İkinci El,Evet,1,2,Yok,20000 TL,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,150 TL,175 M2,11-15,5,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,,,1 , Mudanya,2450000
14249984,25 Kasım 2023,Satılık,80 M2,2+1,2.Kat,Isıtma Yok,Bilinmiyor,Betonarme,Yok,İkinci El,Evet,1,2,Yok,12000 TL,Genel Fiyat,13 Kasım 2023,Konut,Daire,,,85 M2,21 Ve Üzeri,5,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Eşyalı,Var,,Hayır ,1, Gemlik,2850000
14249945,13 Kasım 2023,Satılık,135 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Var,,Hayır,1 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,150 M2,16-20,6,Boş,,,Bilinmiyor,,Boş,,,,, Mudanya,2250000
14249631,13 Kasım 2023,Satılık,125 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,,Var,İkinci El,Hayır,1 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,135 M2,5-10,3,Mülk Sahibi Oturuyor,,,Bilinmiyor,Bilinmiyor,,,,,, İnegöl,1400000
14249470,13 Kasım 2023,Satılık,135 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Evet,2 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,166 M2,0 (Yeni),6,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Osmangazi,2850000
14249467,13 Kasım 2023,Satılık,140 M2,2+1,4.Kat,Yerden Isıtma,Krediye Uygun,,Var,,Hayır,2 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,160 M2,0 (Yeni),5,Boş,,,Bilinmiyor,,Boş,,,,, Mudanya,4900000
14249239,13 Kasım 2023,Satılık,120 M2,3+1,10.Kat,Yerden Isıtma,Krediye Uygun Değil,,Var,,Hayır,2 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,145 M2,0 (Yeni),10,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Nilüfer,2500000
14249235,13 Kasım 2023,Satılık,138 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,2 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,150 M2,5-10,5,Kiracı Oturuyor,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Nilüfer,2050000
14249233,13 Kasım 2023,Satılık,125 M2,3+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,2 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,140 M2,1,3,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Mudanya,3100000
14249142,16 Kasım 2023,Satılık,130 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,2,Yok,,Genel Fiyat,13 Kasım 2023,Konut,Daire,,,140 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,Açık Balkon,Hayır ,2, Osmangazi,1390000
14248853,13 Kasım 2023,Satılık,105 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,İkinci El,Hayır,1,1,Yok,8000 TL,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,50 TL,115 M2,21 Ve Üzeri,4,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,,Var,Açık Balkon,Hayır ,2, Yıldırım,1350000
14248736,13 Kasım 2023,Satılık,135 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,2,Yok,10000 TL,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,30 TL,140 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,Kat İrtifakı,Boş,Var,,,2 , Osmangazi,1390000
14248673,13 Kasım 2023,Satılık,130 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,2,Yok,,Genel Fiyat,13 Kasım 2023,Konut,Daire,,,150 M2,21 Ve Üzeri,4,Kiracı Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,"Açık Balkon, Kapalı Balkon",Hayır ,2, Osmangazi,2250000
14248673,13 Kasım 2023,Satılık,130 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,2,Yok,,Genel Fiyat,13 Kasım 2023,Konut,Daire,,,150 M2,21 Ve Üzeri,4,Kiracı Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,"Açık Balkon, Kapalı Balkon",Hayır ,2, Osmangazi,2250000
14248566,18 Kasım 2023,Satılık,130 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Evet,1,1 ,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,140 M2,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,,,,,,Var,,,, Yıldırım,2100000
14248412,13 Kasım 2023,Satılık,145 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,,Evet,1,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,175 M2,21 Ve Üzeri,5,Boş,,,,Kat İrtifakı,Boş,Var,,Hayır ,, Osmangazi,3600000
14248251,13 Kasım 2023,Satılık,90 M2,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,1 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,105 M2,21 Ve Üzeri,5,Boş,,,Bilinmiyor,Kat İrtifakı,Eşyalı,,,,, Osmangazi,1300000
14248195,25 Kasım 2023,Satılık,112 M2,2+1,,Kombi Doğalgaz,Krediye Uygun Değil,,,,Hayır,1 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Bina,,,115 M2,16-20,3,Kiracı Oturuyor,,,,,,,,,, Osmangazi,6250000
14248100,13 Kasım 2023,Satılık,120 M2,3+1,5.Kat,Merkezi (Pay Ölçer),Krediye Uygun,,Var,,Evet,2 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,150 M2,4,6,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Nilüfer,2700000
14247872,22 Kasım 2023,Satılık,149 M2,3+1,Yüksek Giriş,Kat Kaloriferi,Krediye Uygun,,,,Hayır,2 ,,,10000 TL,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,150 TL,155 M2,3,6,Boş,,,,,,,,,, Karacabey,1590000
14247783,16 Kasım 2023,Satılık,82 M2,1+1,9.Kat,Merkezi (Pay Ölçer),Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,90 M2,5-10,20,Boş,,,Bilinmiyor,,Eşyalı,,,,, Osmangazi,2700000
14247771,16 Kasım 2023,Satılık,65 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,,İkinci El,Hayır,1,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,70 M2,5-10,5,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,,,,2 , Yıldırım,1350000
14247767,13 Kasım 2023,Satılık,140 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Evet,2,2,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,100 TL,156 M2,11-15,4,Mülk Sahibi Oturuyor,,,,Kat İrtifakı,Boş,Var,"Açık Balkon, Kapalı Balkon ",,, Mudanya,3500000
14247725,13 Kasım 2023,Satılık,85 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Betonarme,,İkinci El,Hayır,2,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,90 M2,5-10,5,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,Kat İrtifakı,,,,,2 , Mudanya,1595000
14247713,13 Kasım 2023,Satılık,96 M2,2+1,,Kombi Doğalgaz,Bilinmiyor,,Var,İkinci El,Hayır,1,1,,,Genel Fiyat ,13 Kasım 2023,Konut,Müstakil Ev,,,100 M2,21 Ve Üzeri,2,Boş,,,Yatırıma Uygun,Müstakil Tapulu,Boş,Var,,Hayır ,2, Yıldırım,1690000
14184050,06 Kasım 2023,Satılık,95 M2,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,105 M2,11-15,3,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Yıldırım,975000
14247349,16 Kasım 2023,Satılık,55 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,,,8000 TL,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,71 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,Kat İrtifakı,,Var,,Hayır ,1, Mudanya,1100000
14247318,13 Kasım 2023,Satılık,60 M2,2+1,4.Kat,Merkezi Doğalgaz,Krediye Uygun,Kagir,Yok,İkinci El,Hayır,1,1,Yok,10000 TL,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,200 TL,90 M2,21 Ve Üzeri,4,Kiracı Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Eşyalı,Var,Kapalı Teras,Hayır ,1, Yıldırım,1400000
14247048,16 Kasım 2023,Satılık,50 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,1,Yok,8000 TL,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,60 M2,5-10,5,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Eşyalı,Var,Açık Balkon,Hayır ,1, Nilüfer,1315000
14246920,13 Kasım 2023,Satılık,130 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,2,Yok,17500 TL,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,100 TL,150 M2,16-20,4,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,,Evet ,2, Nilüfer,2595000
14246743,13 Kasım 2023,Satılık,140 M2,9+ Oda,,Kombi Doğalgaz,KREDIYE UYGUN,Betonarme,Yok,İkinci El,Hayır,5,3,Yok,20000 TL,Genel Fiyat ,13 Kasım 2023,Konut,Müstakil Ev,,50 TL,150 M2,21 Ve Üzeri,3,Kiracı Oturuyor,,,Yatırıma Uygun,Müstakil Tapulu,Boş,Var,,Hayır ,5, Osmangazi,4250000
14246460,13 Kasım 2023,Satılık,130 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,2 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,145 M2,4,6,Kiracı Oturuyor,,,Bilinmiyor,,,,,,, Osmangazi,3650000
14246457,13 Kasım 2023,Satılık,65 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,70 M2,5-10,5,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,1300000
14246401,21 Kasım 2023,Satılık,110 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,30 TL,120 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,Bilinmiyor,Kat İrtifakı,,,,,, Osmangazi,1285000
14246354,13 Kasım 2023,Satılık,100 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,110 M2,5-10,4,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1280000
14246217,13 Kasım 2023,Satılık,99 M2,1 Oda,,Doğalgaz Sobalı,KREDIYE UYGUN,,Yok,,Hayır,Yok ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Bina,,,100 M2,21 Ve Üzeri,3,Boş,,,Bilinmiyor,,,,,,, Osmangazi,3600000
14246130,24 Kasım 2023,Satılık,85 M2,2+1,Kot 2 (-2).Kat,Merkezi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,150 TL,86 M2,21 Ve Üzeri,9,Boş,,,Bilinmiyor,,,,,,, Yıldırım,985000
14246129,24 Kasım 2023,Satılık,90 M2,2+1,4.Kat,Doğalgaz Sobalı,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,30 TL,100 M2,21 Ve Üzeri,4,Boş,,,Bilinmiyor,Kat İrtifakı,,,,,, Yıldırım,1990000
14246000,13 Kasım 2023,Satılık,85 M2,2+1,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,100 M2,4,4,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,2150000
14245937,13 Kasım 2023,Satılık,140 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1 ,,,,Genel Fiyat ,13 Kasım 2023,Konut,Daire,,,165 M2,21 Ve Üzeri,4,Kiracı Oturuyor,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Osmangazi,1965000
14245451,12 Kasım 2023,Satılık,135 M2,3+1,3.Kat,Kat Kaloriferi,Krediye Uygun,Betonarme,Var,İkinci El,Hayır,1,,Var,0 TL,Genel Fiyat,12 Kasım 2023,Konut,Daire,12 M2,0 TL,150 M2,5-10,3,Mülk Sahibi Oturuyor,5 M2,6 M2,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,,Evet ,2, Gürsu,2500000
14245414,12 Kasım 2023,Satılık,110 M2,2+1,4.Kat,Yerden Isıtma,Krediye Uygun,,Var,,Hayır,1 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,127 M2,0 (Yeni),5,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,2495000
14245413,12 Kasım 2023,Satılık,49 M2,1+1,2.Kat,Merkezi Doğalgaz,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,58 M2,5-10,6,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1150000
14245412,12 Kasım 2023,Satılık,70 M2,2+1,2.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,77 M2,0 (Yeni),6,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1675000
14245411,12 Kasım 2023,Satılık,76 M2,3+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,80 M2,2,6,Boş,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1480000
14245410,12 Kasım 2023,Satılık,60 M2,1+1,3.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,67 M2,0 (Yeni),6,Boş,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1800000
14245384,12 Kasım 2023,Satılık,90 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,1 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,95 M2,21 Ve Üzeri,4,Kiracı Oturuyor,,,Bilinmiyor,,Boş,,,,, Osmangazi,729000
14245212,12 Kasım 2023,Satılık,130 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,,Sıfır,Hayır,1,2,Yok,15000 TL,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,100 TL,145 M2,0 (Yeni),4,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,Açık Balkon,Hayır ,1, Nilüfer,2350000
14245092,12 Kasım 2023,Satılık,90 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Var,İkinci El,Hayır,1,2,Yok,,Genel Fiyat,12 Kasım 2023,Konut,Daire,,,95 M2,21 Ve Üzeri,5,Boş,,,Yatırıma Uygun,Kat İrtifakı,Boş,Var,Açık Balkon,Evet ,2, Osmangazi,1450000
14244920,24 Kasım 2023,Satılık,150 M2,3+1,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,2 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,165 M2,0 (Yeni),11,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Nilüfer,3500000
14244895,12 Kasım 2023,Satılık,220 M2,4+1,6.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,2 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,286 M2,4,6,Boş,,,Bilinmiyor,,Eşyalı,,,,, Osmangazi,4300000
14244563,12 Kasım 2023,Satılık,50 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Evet,1 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,65 M2,4,5,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1499000
14244559,12 Kasım 2023,Satılık,60 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Evet,1 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,70 M2,4,6,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1699000
14243833,12 Kasım 2023,Satılık,150 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,157 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,Bilinmiyor,Müstakil Tapulu,Boş,,,,, İnegöl,1650000
14184050,06 Kasım 2023,Satılık,95 M2,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,105 M2,11-15,3,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Yıldırım,975000
14243832,12 Kasım 2023,Satılık,135 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,2 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,140 M2,0 (Yeni),4,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, İnegöl,1950000
14243792,12 Kasım 2023,Satılık,90 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,100 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,,Bilinmiyor,Kat İrtifakı,,,,,, Mustafakemalpaşa,800000
14243747,12 Kasım 2023,Satılık,290 M2,4+2,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,4 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,330 M2,2,4,Mülk Sahibi Oturuyor,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Karacabey,3100000
14243746,12 Kasım 2023,Satılık,135 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,2 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,145 M2,5-10,4,Kiracı Oturuyor,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Karacabey,1700000
14243710,12 Kasım 2023,Satılık,50 M2,1+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,60 M2,5-10,4,Boş,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1355000
14243536,12 Kasım 2023,Satılık,85 M2,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun Değil,,Var,,Evet,1 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,95 M2,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Yıldırım,1365000
14243535,12 Kasım 2023,Satılık,120 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,160 M2,0 (Yeni),6,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Yıldırım,2600000
